property_type,district,price_vnd,area_clean,price_per_m2_clean,bedrooms,bathrooms,floors,frontage,acces_road,legal_status,furniture_state,seller_type
"Townhouse The Ten 8 căn độc bản cạnh Aeon Mall, vốn chỉ 100tr, thuê 40 triệu/tháng",Bình Dương,10370000000.0,133.0,77969924.81,2.0,3.0,0.0,0.0,0.0,Hợp đồng mua bán,Không nội thất,Vũ Hoàng Quế Anh
"Bán nhà mặt tiền đẹp gần chợ, trường học, thuận tiện mở cửa hàng, đặt văn phòng công ty",Phú Định,9600000000.0,55.0,174545454.55,3.0,3.0,3.0,4.0,12.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chị Mây
"RẺ CHẤN ĐỘNG, NGAY HÔM NAY CĂN HỘ 2 PHÒNG NGỦ GIẢM SỐC THÊM 350TR, CK 12,5%, VAY 80% HTLS 60 THÁNG",Long Bình,6060000000.0,79.0,76708860.76,2.0,2.0,0.0,0.0,0.0,Không rõ,Không rõ,Nguyễn Thái
"Bán căn hộ chung cư 1PN, 1WC, 54.1m2 tại Happy One Mori, giá siêu tốt 2,32 tỷ bao thuế phí",Lái Thiêu,2320000000.0,54.1,42883548.98,1.0,1.0,0.0,0.0,0.0,Không rõ,Không rõ,Lê Văn Lập
"KHÔNG ĐĂNG ẢO-2PN view sông Đông Nam- sở hữu vĩnh viễn-giá chỉ 11,5 tỷ bao hết. Gọi ngay:0334 237 ***",Bình Trưng,11500000000.0,90.0,127777777.78,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Hiền Trần
"Elysian Studio, 34 - 37m², 3.0 Tỷ VND (all in)  SUẤT NƯỚC NGOÀI, sẵn sàng chuyển nhượng",Long Phước,3000000000.0,37.0,81081081.08,1.0,0.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,CÔNG TY TNHH BẤT ĐỘNG SẢN IZBUSHKA
"Tôi cần bán lỗ Căn hộ 70m2, Beverly Solari, View sông, 2PN, tầng 14, BS15",Long Bình,3800000000.0,69.5,54676258.99,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Thành Nguyên
"Elysian 2PN, 68.2m², 5.6 - 5.7 Tỷ VND (all in) SUẤT NƯỚC NGOÀI, sẵn sàng chuyển nhượng",Long Phước,5600000000.0,68.2,82111436.95,2.0,0.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,CÔNG TY TNHH BẤT ĐỘNG SẢN IZBUSHKA
Cực sốc penthouse 10x tỷ- Top 1 Đảo Kim Cương- sổ hồng 589m2 view sông không che riêng tư tuyệt đối,Bình Trưng,8200000000.0,589.0,13921901.53,4.0,5.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Võ Hữu Nghĩa
"Chính chủ bán nhà hẻm 83 Hòa Hưng Q10, 47m², hông thoáng trong sổ, 5,5 tỷ",Hòa Hưng,5500000000.0,47.0,117021276.6,2.0,0.0,0.0,0.0,2.0,Sổ đỏ/ Sổ hồng,Không rõ,Ms.an
Bán nhà hẻm 4m đường Âu Cơ Tân Bình,Tân Hòa,8300000000.0,54.6,152014652.01,4.0,4.0,2.0,0.0,4.0,Sổ đỏ/ Sổ hồng,Không rõ,Chị Hạnh
Bán biệt thự đơn lập chính chủ đã có sổ hồng,Nhà Bè,21000000000.0,288.0,72916666.67,5.0,6.0,3.0,12.0,20.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Đình Dân
Tổng hợp căn 1-2 phòng ngủ đang bán tại Feliz en Vista,Cát Lái,9000000000.0,85.0,105882352.94,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bùi Duy Tùng
"Xuất ngoại bán gấp nhà riêng 74 m2 giáp Q1 chính chủ - P. Thạnh Mỹ Tây - HCM. Khu an ninh, yên tĩnh",Thạnh Mỹ Tây,9700000000.0,74.0,131081081.08,4.0,4.0,1.0,3.7,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,Nguyễn Thị Thi Anh
"Elysian 3PN , 115.5m², 9.1  9.2 Tỷ VND (all in, đã TT 5%)  SUẤT NƯỚC NGOÀI, sẵn sàng chuyển nhượng",Long Phước,9100000000.0,115.5,78787878.79,3.0,0.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,CÔNG TY TNHH BẤT ĐỘNG SẢN IZBUSHKA
Tổng hợp căn 3 - 4 - 5 phòng ngủ đang bán tại Feliz En Vista,Cát Lái,12650000000.0,110.0,115000000.0,3.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bùi Duy Tùng
Nhà 1T1Lửng- mặt tiền kinh doanh ngang 5m nở hậu -đang cho thuê 10t /thag- giá 7ty6 TL,Tăng Nhơn Phú,7600000000.0,50.0,152000000.0,2.0,1.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Lưu Khang Khang
"Căn hộ New City 1PN 5 tỷ 2PN 61m2 6,2 tỷ 2PN 75m2 7,35 tỷ 3PN 83m2 7,69 tỷ và nhiều căn giá tốt",An Khánh,5000000000.0,51.0,98039215.69,1.0,0.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,Phạm Thế Đạt
"Bán CC Sài Gòn Mia, 4,8 tỷ, 70m2, 2PN, 2WC, giá tốt ở Bình Chánh, HCM LH Vân:0901 306 ***",Bình Hưng,4800000000.0,70.0,68571428.57,2.0,2.0,0.0,0.0,0.0,Đang chờ sổ,Đầy đủ,Hoàng Ngọc Vân
"Bán nhà vườn long phước view sạch, nằm khu dân cư cao cấp",Long Phước,18000000000.0,274.0,65693430.66,5.0,0.0,0.0,12.0,10.0,Sổ đỏ/ Sổ hồng,Không rõ,Phùng
"Giảm sốc còn 15.9 tỷ - hẻm xe tải 7m Thành Thái, quận 10 - nở hậu hiếm - xây CHDV 10 phòng",Diên Hồng,15900000000.0,88.3,180067950.17,10.0,10.0,2.0,3.41,7.0,Sổ đỏ/ Sổ hồng,Không rõ,Qúy Thịnh
"Elysian 1PN, 52.6m², 4.3 - 4.4 Tỷ VND (trọn gói)  SUẤT NƯỚC NGOÀI, sẵn sàng chuyển nhượng",Long Phước,4300000000.0,52.6,81749049.43,1.0,0.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,CÔNG TY TNHH BẤT ĐỘNG SẢN IZBUSHKA
SIÊU PHẨM ÂU DƯƠNG LÂN CĂN DUY NHẤT TRONG TẦM GIÁ (100tr/m đường 12m),Chánh Hưng,10500000000.0,100.0,105000000.0,17.0,0.0,0.0,6.0,8.0,Không rõ,Không rõ,Nguyễn Hồng Sơn
"Chỉ 1,9 Tỷ nhận ngay Nhà Phố Đông Nam Đón Gió Biển The Light City Vũng Tàu, Ân Hạn Gốc Lãi",Phước Thắng,5800000000.0,100.0,58000000.0,3.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Lê Kiên Trung
"Giỏ hàng River Park 2026 từ 75 - 170m2, giá từ 10,6 tỷ đến 21 tỷ",Phước Long,10600000000.0,75.0,141333333.33,5.0,0.0,3.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Anh Tuấn
"Cập nhật giỏ hàng mua - bán nhà, đất khu Topia Khang Điền (Tháng 05/2026)",Long Trường,7200000000.0,96.0,75000000.0,5.0,0.0,0.0,6.0,18.0,Không rõ,Không rõ,Nguyễn Trung Kiên
Bán Gấp-Căn hộ OT RiverGate Quận 4 - 40m2 - Đang có HĐ thuê 13tr/tháng - Chỉ 4.2 Tỷ (Bao hết phí),Khánh Hội,4200000000.0,40.0,105000000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Tuyet Nguyen
"Độc quyền 3PN rẻ nhất The Marq 110m2 giá bán trong T4/2027 - Chỉ 20,7 tỷ. Tặng kèm nội thất",Sài Gòn,20700000000.0,110.0,188181818.18,3.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hoàng Real
"Hot!!! Tổng hợp những căn bán 2PN , 3PN ở chung cư Homyland 2, Như0934 039 ***",Bình Trưng,3990000000.0,69.0,57826086.96,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Đầy đủ,Quỳnh Như
THE NEST - CĂN HỘ CHUẨN NHẬT KẾ BÊN TRƯỜNG HỌC QUỐC TẾ SIÊU THỊ AEON,Bình Dương,2400000000.0,50.05,47952047.95,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Ngô Tố Như
"Bán Gấp 2PN 2WC 80m chung cư C Sky View 2,19 tỷ full VAT + bao sổ, đang có sẵn hợp đồng thuê",Thủ Dầu Một,2190000000.0,80.0,27375000.0,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không nội thất,Phạm Cao Trí
"The NEST Căn hộ 2PN 50m2 giá chỉ từ 2,4 tỷ tại khu đô thị hiện hữu MIDORI gần trường học, Aeon",Bình Dương,2400000000.0,50.0,48000000.0,2.0,1.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Ngô Tố Như
Căn hộ 2PN Lotus Garden - Sổ Hồng Mua bán ngay,Tân Phú,3700000000.0,64.0,57812500.0,2.0,1.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Trí – Nhà Phố Kinh Doanh
"ĐẤT HIẾM KHÓ TIỀM TẠI BA SA, TÂN AN HỘI, CỦ CHI, GIÁ SIÊU MỀM THÍCH HỢP ĐẦU TƯ, XÂY Ở",Tân An Hội,799000000.0,127.5,6266666.67,0.0,0.0,0.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Không rõ,Dương Tuấn Kiệt
"Bán căn hộ Riverside Residence PMH, 82m², 2PN, full nội thất mới - 7,8 tỷ bao thuế phí",Tân Mỹ,7800000000.0,82.0,95121951.22,2.0,2.0,0.0,0.0,0.0,Sổ hồng,Full nội thất mới,User4487467
"Nhanh mới kịp anh chị ơi, hàng đầu tư trung tâm P2, Quận 8, đường 12m, giá chỉ 80tr/m2",Chánh Hưng,12800000000.0,160.0,80000000.0,2.0,2.0,0.0,0.0,12.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Hồng Sơn
CC Bán Đất Mặt Tiền Thạnh Xuân 52 ngay Chợ Đường. DT 716m2.,Thới An,38000000000.0,716.0,53072625.7,0.0,0.0,0.0,18.0,10.0,Sổ đỏ/ Sổ hồng,Không rõ,Ca Le Anh Vu
"Bán Đất vị trí đẹp, DT 105m2, khu quy hoạch mới , ngay sau chợ nông sản Thủ Đức",Tam Bình,5500000000.0,105.0,52380952.38,0.0,0.0,0.0,5.0,12.0,Không rõ,Không rõ,Ngô Ngọc Anh Quân
"Chính chủ cần bán căn hộ 3PN tầng cao, view đẹp nhất Vung Tau Centre Point. Sổ hồng sở hữu lâu dài.",Tam Thắng,5500000000.0,103.0,53398058.25,3.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Tran Thi Xuan Binh
KHAN HIẾM_CHUNG CƯ MỚI- LÃI SUẤT 4.9%/NĂM- QUÝ 4/2026 NHẬN NHÀ_Tiến độ tới tầng 14-Hồ Bơi Tràn,Bình Hưng,3700000000.0,69.0,53623188.41,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Đầy đủ,Lại Văn Nam
Căn 3PN chính chủ gửi giảm mạnh 500 triệu - tầng cao view đẹp cho nhà đầu tư - Happy One Central,Phú Lợi,3590000000.0,93.3,38478027.87,3.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Trần Mẫn
Hàng hot! Lô đất sát mặt tiền Hoàng Diệu 2 - khu dân cư đồng bộ - xây dựng tự do,Thủ Đức,7300000000.0,63.0,115873015.87,0.0,0.0,0.0,0.0,6.0,Sổ đỏ/ Sổ hồng.,Không rõ,Phạm Vĩnh An
"Bán nhà mới góc 2MT Cư Xá Phú Lâm A, 4 x 19m, 4 tấm, 10.5 tỷ (Tín Hưng)",Bình Phú,10500000000.0,73.2,143442622.95,4.0,5.0,4.0,4.0,0.0,Sổ đỏ,Không rõ,Huy - Tín Hưng
"Nhà riêng 4PN, 3WC tại hẻm 793, Tân Hưng, Q7, giá cực chất 8,6 tỷ VND, 42,7 m2",Tân Hưng,8600000000.0,42.7,201405152.22,4.0,3.0,3.0,4.0,6.0,Sổ đỏ/ Sổ hồng,Cơ bản,Trần Nguyễn Sơn Lâm
"Chính chủ gửi bán gấp lô đất 80m2 ngay khu công nghiệp VSIP Bình Dương gần Lego, Thaco",Vĩnh Tân,1000000000.0,80.0,12500000.0,0.0,0.0,0.0,0.0,18.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Hoàng Nhi
Bán biệt thự song lập Thủ Thiêm Villa vị trí đẹp,Cát Lái,50000000000.0,337.1,148323939.48,0.0,0.0,0.0,0.0,12.0,"Hợp đồng mua bán, sổ công ty",Không rõ,Trần Quang Vinh
"Bán gấp lô đất hẻm 1/ đường APĐ3, 8 x 15",An Phú Đông,6700000000.0,120.0,55833333.33,0.0,0.0,0.0,8.0,6.0,Sổ đỏ/ Sổ hồng,Không rõ,Hoàng Tuấn
"Bán gấp lô góc 2 mặt tiền hẻm 47 Vườn Lài, 5.3 x 23m",An Phú Đông,8390000000.0,121.7,68940016.43,0.0,0.0,0.0,5.3,6.0,Sổ đỏ/ Sổ hồng,Không rõ,Hoàng Tuấn
"Bán đất đường An Phú Đông 27 ngay chợ Võ Thị Thừa, 4 x 15m",An Phú Đông,4000000000.0,59.0,67796610.17,0.0,0.0,0.0,4.0,7.0,Sổ đỏ/ Sổ hồng,Không rõ,Hoàng Tuấn
"Chính chủ bán căn góc HXT, Cư xá Phú Thọ Hòa, LLQ, DTSD 5x16m (80m2), DTCN 62m2 - 10,6 tỷ",Hòa Bình,10600000000.0,62.0,170967741.94,3.0,3.0,2.0,5.0,8.0,Sổ đỏ/ Sổ hồng,Không nội thất,Anh Thịnh
"Bán nhà riêng diện tích 86,8m trong hẻm đường Nơ Trang Long, Phường 7, Quận Bình Thạnh, TP. HCM",Gia Định,16000000000.0,86.8,184331797.24,3.0,2.0,2.0,4.6,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Đức Mão
Hẻm xe hơi né nhau 502 Huỳnh Tấn Phát Quận 7 - nhà 4 tấm 4PN5WC còn tốt cho thuê đc 26tr,Tân Thuận,11590000000.0,58.0,199827586.21,4.0,4.0,4.0,4.0,8.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nguyễn Văn Năng
"Bán lô đất 226,3m2 (8x28,2m) chỉ 18,59 tỷ hẻm đường số 8, P. Tăng Nhơn Phú B, Q9 cũ. Lh0974 244 ***",Tăng Nhơn Phú,18590000000.0,226.3,82147591.69,0.0,0.0,0.0,8.0,8.0,Sổ đỏ/ Sổ hồng,Không rõ,Hoang Khuc Huynh
"Căn góc 3PN 2.4 tỷ - tầng trung view sông thoáng mát, chủ ngộp bank giảm mạnh 350tr tại The Maison",Thủ Dầu Một,2400000000.0,77.21,31084056.47,3.0,2.0,0.0,0.0,0.0,HĐMB,Cơ bản nội thất bàn giao.,Trần Mẫn
"Siêu phẩm xây biệt thự, CHDV đường Võ Văn Ngân - 132m2 ngang khủng 9.1m",Thủ Đức,12900000000.0,132.0,97727272.73,0.0,0.0,0.0,9.1,8.0,Sổ đỏ/ Sổ hồng.,Không rõ,Phạm Vĩnh An
"Đất Phú Hoà cũ, 164m2 có 100m2 thổ cư chính chủ gửi bán gấp đi nước ngoài",Phú Lợi,3610000000.0,164.0,22012195.12,0.0,0.0,0.0,6.3,3.0,Sổ đỏ/ Sổ hồng,Không rõ,Trần Mẫn
Mặt tiền hẻm 8m có vỉa hè - nhà đẹp 2 tầng 9.5m x 5.7m - 3PN - LH ngay,Thông Tây Hội,5900000000.0,45.0,131111111.11,3.0,3.0,2.0,9.5,8.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nguyễn ALy
"Bán nhà hẻm xe hơi Xô Viết Nghệ Tĩnh, Bình Thạnh, DT 60m2, 3PN, full nội thất, ở liền, giá 7.85 tỷ",Bình Thạnh,7850000000.0,60.0,130833333.33,3.0,0.0,2.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Full.,Hồng Minh
Bán 3PN 3WC view hồ bơi trực diện ngay Vincom TP. HCM - sổ sẵn công chứng lun HT vay 2.2tỷ,Dĩ An,3100000000.0,93.5,33155080.21,3.0,3.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng ( sử dụng chung),Cơ bản,Tuyết Đông
"Đất siêu đẹp! Ngang 6m, 85m2, xây 5 tầng, đường ô tô cách Nguyễn Thị Định 150m chỉ 9.4tỷ",Cát Lái,9400000000.0,85.0,110588235.29,0.0,0.0,0.0,6.0,4.0,Sổ đỏ/ Sổ hồng,Không rõ,Thành Nghĩa
"Cần bán nhanh đất thổ cư đường 12m Nguyễn Văn Tạo, Nhà Bè",Hiệp Phước,8100000000.0,338.0,23964497.04,0.0,0.0,0.0,10.0,12.0,Sổ đỏ/ Sổ hồng.,Không rõ,Nguyễn Quang Hợp
Bán nhà Quang Trung - 50m2 - xây mới ở ngay - nở hậu - chỉ với 6.68 tỷ,Gò Vấp,6680000000.0,50.0,133600000.0,3.0,3.0,0.0,0.0,0.0,Sổ đỏ,Đầy đủ,Vũ Gia Thanh Vân
Chính chủ cần bán gấp căn penthouse tầng cao có sân vườn giá 5.9 tỷ,Phú Thuận,5900000000.0,108.6,54327808.47,3.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Nguyễn Sơn Hà
"Bán nhanh đất thổ cư hẻm ô tô tại Nguyễn Văn Tạo, Long Thới, Nhà Bè",Hiệp Phước,4200000000.0,120.0,35000000.0,0.0,0.0,0.0,7.0,12.0,Sổ đỏ/ Sổ hồng.,Không rõ,Nguyễn Quang Hợp
"Nhà Phạm Thế Hiển P7 Q8. 2PN. DT: 4,5m*10m, SHR, Ko QH, hẻm 3m, giá: 3,6 tỷ. LH:0901 440 ***",Bình Đông,3600000000.0,41.8,86124401.91,0.0,0.0,2.0,4.5,3.0,Sổ đỏ/ Sổ hồng.,Không rõ,Hoàng Lâm
Căn góc 2PN - 1.77 tỷ ngộp bán gấp chính chủ gửi bán nhận cọc tại The Maison,Thủ Dầu Một,1770000000.0,52.64,33624620.06,2.0,1.0,0.0,0.0,0.0,Đang chờ sổ,Không rõ,Trần Mẫn
"Bán lô góc 2 mặt tiền đường Liên Phường, Phước Long B, chỉ 600m đến Global City",Phước Long,140000000000.0,930.0,150537634.41,0.0,0.0,0.0,29.7,30.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Linh
140m2 đất giá rẻ. Hẻm 1959 Lê Văn Lương,Hiệp Phước,2990000000.0,140.0,21357142.86,0.0,0.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Lê Duy Chương
"Bán đất tại đường 16, Long Bình, Quận 9, TP. HCM, 2,6 tỷ, 57m2",Long Bình,2600000000.0,57.0,45614035.09,0.0,0.0,0.0,0.0,4.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Thị Thùy Linh
"Quận 7 - Đường Số 19 - Ngay chợ Tân Quy - Nhà mới 2 tầng - 58m2 - chỉ 5,9 tỷ",Tân Hưng,5900000000.0,58.0,101724137.93,3.0,3.0,2.0,3.8,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nguyễn Nhật Thành
"Đất siêu hiếm! Xây 5 tầng ngang 5.8m x14m 81m2, đường ô tô 6m đối diện Feliz en Vista, Thạnh Mỹ Lợi",Cát Lái,8700000000.0,81.0,107407407.41,0.0,0.0,0.0,5.8,6.0,Sổ đỏ/ Sổ hồng,Không rõ,Thành Nghĩa
"1 lô duy nhất 555 triệu 75m2, sổ hồng riêng - chính chủ0906 443 ***",Trừ Văn Thố,555000000.0,75.0,7400000.0,0.0,0.0,0.0,5.0,13.0,Sổ đỏ/ Sổ hồng.,Không rõ,Long
"Chính chủ gửi căn tầng 10, 55m2 giá 2,19 tỷ (2PN 2WC) nhà mới đẹp có nội thất giá tốt Saigon Intela",Bình Hưng,2190000000.0,55.0,39818181.82,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Nguyễn Phúc Thiện
Siêu phẩm DEFINE 220m2 full nội thất tầng cao view sông Sài Gòn giá tốt LH0904 678 ***Phú,Cát Lái,35000000000.0,220.0,159090909.09,3.0,4.0,0.0,0.0,0.0,Hợp đồng mua bán,Đầy đủ,Hoàng Phú
"Nhà bán Điện Biên Phủ, giáp Q1, 53m2, 4 phòng ngủ, giá 7.35 tỷ",Thạnh Mỹ Tây,7350000000.0,53.0,138679245.28,4.0,3.0,3.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Quỳnh Nguyễn
"Bán nhà hẻm xe hơi 6m Thích Minh Nguyệt, P. 2, Tân Bình, DT 3.6x11m, 2 tầng, giá 6.69 tỷ",Tân Sơn Hòa,6690000000.0,38.0,176052631.58,2.0,2.0,2.0,3.6,6.0,Sổ đỏ/ Sổ hồng,Không rõ,Hồng Minh
Không có rẻ hơn nữa ạ 3PN chỉ 3tỷ650 full NT Vinhomes Grand Park,Long Bình,3650000000.0,81.0,45061728.4,3.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Huỳnh Duy Khánh
"Bán nhanh căn 1PN Vista Verde 56m² - full nội thất đẹp giá 6,5 tỷ bao hết chi phí - Sổ hồng sẵn",Cát Lái,6500000000.0,56.0,116071428.57,1.0,1.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Vũ Trà
Hàng ngộp hạ giá bán rẻ thổ cư 153m2 giá 2.8tỷ xã An Phú Tây,Bình Chánh,2800000000.0,153.0,18300653.59,4.0,0.0,0.0,12.0,5.0,Sổ đỏ/ Sổ hồng,Không rõ,Minh Thanh
Lô góc ngã 4 đường giảm mạnh 3 tỷ chủ bán gấp ngộp bank - khách thiện chí gặp chính chủ làm việc,Thủ Dầu Một,35500000000.0,618.6,57387649.53,0.0,0.0,0.0,12.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Trần Mẫn
"Hàng hiếm khu ngã tư Hàng Xanh - 4 tầng 4 phòng ngủ, 38m2, chỉ 6.4 tỷ",Thạnh Mỹ Tây,6400000000.0,38.0,168421052.63,4.0,3.0,4.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nguyễn Thanh Quỳnh
"Gò Dầu - 6.450 tỷ - P. Tân Quý, Tân Phú, 48m2,3 lầu",Tân Sơn Nhì,6450000000.0,48.0,134375000.0,4.0,3.0,4.0,0.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Kim
"Bán gấp đất 149m2 tại Trần Văn Chẩm, Phước Vĩnh An, Củ Chi, 950 triệu VND",Củ Chi,950000000.0,149.0,6375838.93,0.0,0.0,0.0,12.0,20.0,Sổ đỏ/ Sổ hồng,Không rõ,Huỳnh Minh Kiên
"Giảm 600 tr Trần Xuân Soạn Tân Hưng Q7 5x10m, 2 tầng 2PN, kế Lotte Mart, sổ hồng 4,6 tỷ",Tân Hưng,4600000000.0,50.0,92000000.0,2.0,2.0,2.0,0.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,Nguyễn Minh Tuấn
Khan hiếm! Bán lô đất Bình Thạnh hẻm xe hơi Hoàng Hoa Thám giáp Phú Nhuận (4x17m) vuông vức Gía 9Tỷ,Bình Lợi Trung,9000000000.0,68.0,132352941.18,0.0,0.0,0.0,4.0,5.0,Sổ đỏ/ Sổ hồng,Không rõ,Hà Giang
"3 phòng ngủ sát mặt tiền đường Phan Văn Trị - hẻm 8m trước nhà thông thoáng, chỉ 6.39 tỷ",Bình Lợi Trung,6390000000.0,36.0,177500000.0,3.0,3.0,0.0,0.0,8.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Quỳnh Nguyễn
"Bán gấp lô đất 80m2 giá 1 tỷ 295 triệu. Khu dân cư đông đúc, kinh doanh buôn bán sầm uất",Bình Cơ,1300000000.0,80.0,16250000.0,0.0,0.0,0.0,5.0,12.0,Sổ đỏ/ Sổ hồng,Không rõ,Mai Ly
"Bán gấp lô đất nền 80m2 ngay khu công nghiệp VSIP 3 Bình Dương, liền kề nhà máy Thaco, Lego. Sổ sẵn",Bình Cơ,1100000000.0,80.0,13750000.0,0.0,0.0,0.0,0.0,0.0,Sổ sẵn,Không rõ,Mai Ly
"Bán đất tại Tân Thành 64, 1.3 tỷ, 621,6m2, mặt tiền 5m, ngõ 6m, có sẵn thổ cư",Bắc Tân Uyên,1300000000.0,621.6,2091377.09,0.0,0.0,0.0,5.0,6.0,Sổ đỏ/ Sổ hồng,Không rõ,Như Sỹ Lê
"Bán lô đất đẹp 123,3m² tại Phước Hòa, Phú Mỹ, sổ riêng, vị trí tiềm năng",Tân Phước,1560000000.0,123.3,12652068.13,3.0,0.0,0.0,5.0,20.0,Sổ đỏ/ Sổ hồng,Không rõ,Phan Đăng Phú
"Bán nhà 2 tầng, lô góc, mặt tiền đường số, 2 ô tô tránh, P. Bình Trưng Đông Q2, giá chỉ 9.4 tỷ",Bình Trưng,9400000000.0,71.4,131652661.06,3.0,2.0,2.0,4.0,6.0,Sổ đỏ/ Sổ hồng,Cơ bản,Phương Đàm
Thế đất vườn đẹp nở hậu - diện tích lớn - đường nhựa - khu dân cư - giá 2 tr/m2,Tân An Hội,1740000000.0,867.5,2005763.69,0.0,0.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Ngọc Mẫn Nhi
"148,4m2 (8x18,8) có sẵn 50m2 ODT - đường xe hơi vào tới đất - cách sông Sài Gòn 200m - giá 4tỷ850",Lái Thiêu,4850000000.0,148.4,32681940.7,3.0,0.0,0.0,8.0,4.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Thành Nam
Hiếm - góc 2 mặt tiền đường 8m ngang 8m ngay Học Viện Tư Pháp - xây dựng cao tầng,Thủ Đức,11500000000.0,164.7,69823922.28,12.0,12.0,0.0,8.0,8.0,Sổ đỏ/ Sổ hồng.,Không rõ,Mai Thúy Hằng
"Bán căn 69m2 tầng cao view ngoài, sổ sẵn, có nội thất giường tủ CĐT, nhà mới, giá tốt",Tân Nhựt,3150000000.0,69.0,45652173.91,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Phạm Bá Trí
"Tháng này, bán Q7 Riverside bán 1PN 3.1 tỷ, bao thuế phí có HĐMB, có hỗ trợ vay0911 850 ***",Phú Thuận,3100000000.0,53.2,58270676.69,1.0,1.0,0.0,0.0,0.0,Hợp đồng mua bán,Không nội thất,Trương Thị Thúy Quỳnh
"Bán đất Tân Phước, Phú Mỹ, 139,7m² có 60m² thổ cư, sổ riêng, giá tốt",Tân Phước,1550000000.0,139.7,11095204.01,0.0,0.0,0.0,5.0,7.0,Sổ đỏ/ Sổ hồng,Không rõ,Phan Đăng Phú
"Siêu Phẩm Bình Thạnh - Đất 4,5x22m - hẻm oto - ra công viên Tầm Vu - 12 tỷ",Bình Thạnh,12000000000.0,96.0,125000000.0,3.0,0.0,0.0,4.5,5.0,Sổ đỏ/ Sổ hồng,Không rõ,Phạm Bạch Duy
Siêu phẩm mặt tiền kinh doanh 7m đường Nguyễn Hới An Lạc - nở hậu đẹp 6.2m - sát BX miền tây,An Lạc,6100000000.0,96.0,63541666.67,3.0,0.0,2.0,4.7,7.0,Sổ đỏ/ Sổ hồng,Cơ bản,Trần Văn Akari City
